DonationID,ParticipantID,DonationDate,DonationAmount
1,2,2022-01-06,257.41
2,8,,55.26
3,9,,74.25
4,11,2022-11-17,103.83
5,17,2023-10-05,177.27
6,19,2023-06-12,108.29
7,20,2024-01-08,73.64
8,21,2023-07-21,50.71
9,21,2023-04-18,23.27
10,21,,401.52
11,22,2023-08-01,164.19
12,25,2023-05-18,1214.27
13,25,,251.44
14,26,2023-05-08,153.66
15,29,2022-11-09,28.69
16,30,2023-10-10,25.33
17,31,2024-01-07,27.38
18,41,2022-09-30,163.07
19,42,2022-04-18,173.89
20,44,2022-10-17,470.82
21,46,2022-04-23,24.43
22,47,,85.32
23,51,2022-02-14,261.14
24,51,,154.71
25,52,2023-11-23,180.75
26,54,2022-10-13,162.65
27,55,2022-03-07,487.44
28,56,2022-07-25,50.24
29,56,2023-10-26,543.08
30,56,,1069.24
31,58,,1032.55
32,60,,261.61
33,60,,275.08
34,60,,500.94
35,60,,186.88
36,61,,106.04
37,61,2024-03-15,159.88
38,63,2022-07-07,181.76
39,63,2022-06-02,84.39
40,65,2024-01-15,1012.53
41,67,2024-03-04,201.13
42,67,2024-01-10,60.35
43,67,,190.19
44,67,,50.07
45,68,2023-09-10,23.32
46,74,2024-04-27,422.99
47,75,2022-06-12,225.91
48,76,,744.35
49,77,2023-04-17,171.01
50,78,,998.03
51,80,2023-12-05,82.69
52,80,2023-06-26,180.01
53,84,2023-03-08,45.67
54,84,,26.09
55,85,2022-11-09,1131.58
56,85,2023-07-03,1010.02
57,89,2023-06-12,230.66
58,92,2023-11-07,519.78
59,97,,164.25
60,99,2022-05-22,43.29
61,99,,91.5
62,101,2023-12-21,41.09
63,109,,259.86
64,111,2022-09-23,855.59
65,111,2022-10-18,79.83
66,111,2022-06-16,26.32
67,112,,84.97
68,114,2022-10-16,90.7
69,115,2022-09-22,27.97
70,117,2022-11-03,280.34
71,119,,119.32
72,119,2023-04-20,304.63
73,120,2023-08-06,197.79
74,120,,48.34
75,122,2022-06-10,83.12
76,122,2022-05-13,247.0
77,123,2024-02-25,510.39
78,123,2023-02-20,247.67
79,126,2023-04-04,93.66
80,129,2023-10-02,255.49
81,129,,187.61
82,130,,111.01
83,131,,1126.17
84,131,,578.94
85,133,2024-07-02,227.02
86,135,,82.55
87,139,2023-11-25,1047.25
88,142,,1043.99
89,142,2024-01-31,22.96
90,143,,82.8
91,143,,173.16
92,144,2024-07-17,93.53
93,146,2022-08-11,88.2
94,149,2024-05-19,566.36
95,150,2022-06-16,73.53
96,155,2023-10-01,204.12
97,156,2022-10-23,25.72
98,157,,992.38
99,159,2022-11-06,93.59
100,159,2022-12-08,144.09
101,159,,821.94
102,160,2024-01-19,959.77
103,160,2022-12-27,1033.23
104,160,2022-09-08,49.81
105,161,2024-04-30,109.25
106,171,2022-10-29,65.36
107,172,2023-08-11,1180.16
108,172,2023-04-19,27.89
109,173,2023-07-18,24.08
110,173,,799.57
111,176,2023-09-20,229.6
112,178,,71.7
113,181,2023-09-19,161.12
114,183,2023-06-07,75.37
115,185,,483.58
116,185,2022-12-27,147.96
117,185,,134.06
118,186,2024-02-10,1052.91
119,186,2024-04-14,22.94
120,187,,288.89
121,187,,265.2
122,188,,213.21
123,188,,160.58
124,188,,206.01
125,189,,73.81
126,189,2024-01-11,504.56
127,189,2023-12-31,79.58
128,190,,488.4
129,194,,70.09
130,195,2022-10-31,572.12
131,195,2023-03-22,156.8
132,198,2022-09-26,112.63
133,199,2022-11-25,1083.59
134,201,2022-10-16,50.67
135,201,2023-11-18,26.13
136,201,2024-02-11,497.89
137,201,2023-11-25,78.68
138,204,2023-08-12,58.85
139,206,2023-09-18,185.01
140,207,2023-05-09,113.29
141,211,,115.62
142,213,2023-10-18,63.53
143,213,2023-09-15,21.29
144,213,2023-09-11,223.99
145,214,2024-05-03,78.58
146,215,2023-07-23,229.34
147,218,2024-05-06,26.86
148,221,2024-02-11,155.08
149,222,,23.13
150,225,2024-07-17,125.36
151,225,,127.4
152,230,2023-05-06,71.16
153,234,,26.38
154,235,,167.83
155,236,,210.88
156,237,2022-11-29,53.68
157,239,,67.82
158,240,2024-06-12,65.14
159,242,2024-06-20,1023.22
160,243,2024-04-04,486.57
161,243,2024-06-23,211.88
162,246,2024-07-26,267.54
163,250,2024-05-27,78.74
164,252,,78.37
165,253,2024-11-10,82.07
166,255,2024-08-30,780.16
167,256,,125.98
168,256,,102.28
169,256,,83.87
170,257,,211.45
171,261,,247.41
172,261,2024-08-28,200.13
173,262,2023-01-12,155.18
174,263,2023-04-17,248.13
175,263,,250.3
176,264,2023-01-20,70.88
177,267,2023-03-04,201.19
178,267,2024-10-16,216.77
179,269,,232.61
180,270,2023-07-22,438.31
181,271,,45.9
182,272,,1040.38
183,272,2024-12-18,74.29
184,272,2024-12-16,158.76
185,273,2023-10-03,23.86
186,274,,80.47
187,274,2024-10-21,74.85
188,275,2023-07-14,225.53
189,278,2024-06-22,455.51
190,283,2024-02-16,82.53
191,287,2023-03-16,57.33
192,288,2023-05-28,76.94
193,294,2023-11-17,49.02
194,298,2024-10-23,465.97
195,299,2023-09-20,139.89
196,303,2024-07-31,74.74
197,304,2024-06-14,230.96
198,305,2024-03-21,52.89
199,308,2024-02-25,52.05
200,311,2025-01-15,203.19
201,315,2023-06-04,94.37
202,317,2023-11-24,69.49
203,319,2024-10-20,473.94
204,324,,184.51
205,325,,921.39
206,329,2023-02-12,61.94
207,329,2023-01-24,78.41
208,330,2023-02-10,1106.46
209,332,2023-10-07,1104.52
210,332,2024-09-03,74.4
211,333,,530.11
212,338,,68.74
213,338,,114.25
214,338,2023-12-14,70.48
215,339,,40.69
216,340,2024-01-14,203.43
217,341,2023-03-07,136.01
218,345,,162.92
219,347,2023-04-03,220.57
220,354,2023-06-04,213.63
221,361,2024-08-28,23.7
222,361,,110.91
223,361,2024-07-02,58.77
224,362,2023-11-10,544.27
225,363,,474.36
226,363,2025-04-16,49.18
227,363,,1031.71
228,366,2024-06-17,111.57
229,371,2023-05-19,248.54
230,372,,29.45
231,373,2024-06-12,21.88
232,373,2023-10-06,223.77
233,376,,176.89
234,378,2023-11-12,44.88
235,378,,30.09
236,385,2023-09-18,279.42
237,387,,494.09
238,388,,144.09
239,389,,73.35
240,389,,269.29
241,389,,233.54
242,393,,1152.45
243,394,2025-06-07,260.27
244,395,,148.71
245,396,2023-09-25,484.0
246,397,,138.45
247,397,2024-03-11,26.26
248,398,,55.3
249,404,,85.81
250,406,,193.09
251,406,2024-05-02,80.67
252,406,,1011.29
253,407,2024-11-30,237.63
254,414,2024-02-11,47.32
255,414,2024-02-15,101.51
256,416,2023-10-05,264.32
257,417,2023-10-21,104.83
258,420,2023-10-30,108.81
259,421,2024-05-24,249.69
260,421,,883.68
261,422,2025-01-14,148.78
262,422,2023-09-15,23.45
263,424,,140.19
264,429,2025-01-13,430.23
265,431,2024-11-28,82.71
266,433,2023-12-09,153.69
267,437,,527.14
268,443,,76.0
269,446,2023-10-07,1015.65
270,447,,252.16
271,449,2024-09-30,216.3
272,449,2024-03-02,89.49
273,450,,264.36
274,450,2024-05-26,500.12
275,450,2023-07-11,191.55
276,450,,67.87
277,458,2023-07-14,268.55
278,458,2024-02-13,94.09
279,458,2024-03-19,48.93
280,459,,154.41
281,459,2025-02-08,88.68
282,460,2023-12-31,129.79
283,465,2023-11-25,484.29
284,467,2025-06-04,86.46
285,469,2024-03-11,997.28
286,471,2024-09-17,464.84
287,471,2025-06-04,279.23
288,472,,77.39
289,472,2024-02-06,278.79
290,472,2025-06-30,26.76
291,474,,25.35
292,476,2025-03-19,96.41
293,476,2024-07-22,153.77
294,477,2025-08-01,974.13
295,479,2023-11-05,483.1
296,481,2025-02-16,843.07
297,483,2024-10-13,1018.98
298,486,2024-01-21,24.98
299,487,2024-01-23,992.41
300,487,2023-08-28,229.29
301,488,,27.72
302,489,,920.76
303,492,2024-02-04,95.33
304,492,,24.4
305,495,,78.8
306,498,2024-02-20,189.45
307,503,2024-03-09,26.95
308,503,,453.63
309,503,2025-02-25,205.48
310,503,2024-04-17,67.15
311,504,2024-07-14,281.85
312,506,,80.77
313,510,2024-11-24,920.69
314,511,2025-07-14,81.68
315,512,2024-07-20,73.44
316,513,,1151.95
317,514,2023-11-10,141.46
318,518,2025-01-29,49.96
319,518,2024-05-11,104.78
320,518,,540.82
321,521,,86.6
322,521,2024-02-28,50.22
323,523,2024-11-17,277.99
324,530,,264.86
325,532,2024-07-19,912.69
326,536,2025-08-15,80.43
327,537,,87.63
328,540,2024-09-04,239.78
329,540,2023-12-04,185.34
330,542,,223.9
331,545,2025-03-03,91.73
332,546,,49.94
333,548,2024-08-20,28.9
334,550,2025-04-03,84.01
335,552,2025-10-31,23.95
336,553,,90.79
337,556,2025-10-19,27.74
338,557,2024-09-03,1005.39
339,559,,23.05
340,560,2025-11-08,26.06
341,561,2025-10-07,99.58
342,561,,203.63
343,561,,98.49
344,561,,490.35
345,562,,241.89
346,567,2024-10-19,1026.42
347,568,2025-05-01,55.37
348,568,2025-12-14,238.53
349,575,,71.01
350,579,2025-03-17,110.2
351,580,2024-01-24,55.84
352,580,2025-08-26,88.98
353,581,2025-11-24,132.82
354,582,2024-08-19,146.62
355,583,2024-10-17,233.95
356,587,2024-12-08,44.84
357,590,2025-09-19,252.19
358,590,,76.47
359,591,2024-04-18,22.43
360,592,,25.19
361,592,2023-12-25,117.42
362,593,2024-12-29,94.05
363,593,2024-10-30,71.75
364,595,,528.08
365,595,,24.33
366,596,2024-02-07,107.87
367,596,,85.9
368,596,,256.59
369,597,2024-05-24,86.39
370,597,,1029.21
371,597,2025-03-07,271.82
372,598,2025-06-29,53.45
373,600,2024-11-07,210.37
374,605,2024-07-21,239.35
375,605,,23.86
376,605,2025-02-06,69.64
377,609,,199.23
378,610,2024-04-21,28.92
379,611,,219.52
380,611,,40.3
381,612,2024-09-08,80.07
382,612,2026-03-17,245.34
383,613,2025-06-27,426.15
384,615,2025-05-19,164.86
385,617,,212.51
386,618,,26.56
387,618,2024-07-19,73.25
388,621,,901.21
389,625,2025-03-06,135.77
390,625,2025-11-21,238.68
391,626,2025-03-12,47.69
392,628,2025-10-30,84.87
393,629,2026-03-01,97.95
394,630,,82.69
395,632,,200.87
396,633,2024-09-06,211.57
397,633,,98.1
398,633,2025-02-28,65.98
399,634,,26.71
400,637,2025-08-17,92.89
401,638,2025-10-02,238.94
402,638,2025-12-09,487.36
403,641,2025-03-02,467.43
404,644,,269.97
405,650,2024-05-04,756.04
406,651,2024-08-14,246.69
407,656,2025-12-01,826.27
408,658,,19.52
409,660,2024-06-27,51.25
410,660,2024-08-21,53.51
411,661,,165.11
412,666,2025-04-27,97.18
413,666,2025-04-23,988.7
414,668,2024-11-25,1070.26
415,670,,47.4
416,672,2025-02-16,51.74
417,674,,78.65
418,675,2025-02-12,20.43
419,677,2025-10-20,1104.82
420,677,2025-09-01,245.84
421,677,2025-02-09,25.71
422,677,2025-12-09,438.61
423,678,,26.09
424,680,2026-01-01,69.62
425,682,2026-02-08,24.75
426,686,2026-01-26,207.57
427,687,,189.89
428,687,2026-06-03,551.84
429,688,2026-04-18,519.26
430,692,2026-02-04,227.99
431,693,,75.68
432,693,,27.32
433,695,2025-09-05,299.25
434,702,2024-10-21,44.28
435,703,,67.53
436,704,,145.5
437,704,2025-05-30,69.06
438,707,2024-12-26,208.29
439,708,2026-04-09,23.54
440,709,,148.42
441,710,2025-12-16,232.51
442,711,2024-12-08,77.66
443,713,2025-07-01,79.58
444,715,2026-04-05,89.38
445,717,,72.18
446,722,,125.34
447,724,,201.68
448,724,,53.63
449,729,,77.59
450,732,2026-01-11,1061.95
451,734,,54.59
452,734,,195.1
453,735,,267.08
454,736,2024-11-09,184.03
455,738,,152.12
456,741,2026-07-22,21.11
457,742,,517.32
458,742,,196.78
459,742,,179.73
460,742,,116.62
461,746,2026-05-26,80.02
462,746,2025-08-07,69.85
463,747,2025-05-15,25.24
464,748,2025-06-11,50.93
465,748,,47.46
466,749,2024-10-06,26.34
467,750,2025-04-21,251.35
468,751,2025-02-19,59.75
469,752,,27.11
470,753,,222.63
471,753,2026-01-30,146.03
472,754,,141.52
473,756,,893.27
474,756,,24.39
475,758,2025-05-22,173.77
476,760,2024-12-25,503.91
477,760,2026-08-08,220.17
478,762,,25.47
479,764,2026-02-22,24.4
480,764,2024-12-13,331.22
481,765,2026-02-20,947.3
482,765,2024-09-28,238.64
483,774,2024-09-15,139.29
484,777,2025-11-07,22.77
485,778,,90.42
486,779,,67.08
487,779,2026-03-22,140.31
488,781,2024-11-20,70.34
489,782,,50.28
490,782,2025-06-15,1070.23
491,784,,150.14
492,785,2026-08-01,469.9
493,785,2024-11-30,1122.55
494,786,,455.24
495,787,2025-01-30,49.46
496,787,2026-04-03,25.68
497,791,2025-10-11,25.52
498,792,2026-09-06,149.11
499,793,2025-06-18,451.22
500,794,2025-09-24,86.14
501,794,2026-08-01,25.32
502,794,2026-08-07,52.97
503,794,2026-06-28,229.87
504,795,2026-07-06,23.88
505,796,2025-02-05,79.57
506,796,,444.52
507,796,,137.45
508,801,2025-06-06,187.04
509,801,,96.83
510,804,,138.46
511,804,2026-10-14,105.18
512,805,2025-04-11,86.8
513,805,,185.54
514,806,,139.09
515,806,2025-06-10,82.79
516,807,2026-05-16,147.52
517,808,2024-10-30,214.25
518,810,,1090.97
519,810,2025-10-27,139.39
520,811,2026-08-26,63.79
521,811,2025-06-22,172.9
522,812,2026-05-03,49.64
523,813,,517.77
524,816,2025-10-15,143.75
525,819,2025-08-16,985.99
526,820,2026-05-19,517.2
527,821,2025-10-05,77.2
528,821,2025-02-17,26.48
529,822,2024-12-21,121.81
530,823,2025-03-18,49.61
531,823,2025-10-21,228.81
532,824,,117.36
533,824,,57.94
534,824,2024-12-13,27.79
535,824,2026-02-14,22.95
536,826,2026-02-15,262.14
537,827,,150.15
538,836,2024-11-09,212.5
539,838,2025-12-05,202.37
540,839,2026-08-31,152.04
541,839,,451.88
542,841,2026-07-19,146.3
543,842,,1074.62
544,847,2026-05-02,225.91
545,849,,253.77
546,849,2025-08-04,170.2
547,849,,154.9
548,849,2024-12-31,105.19
549,850,,105.38
550,850,,149.53
551,862,,271.73
552,866,2026-07-07,213.1
553,871,,25.93
554,873,,893.38
555,873,,251.09
556,874,2025-06-15,48.42
557,877,2025-07-12,256.36
558,879,,19.91
559,881,2026-10-01,247.2
560,881,2027-01-31,56.14
561,882,,199.5
562,882,2025-12-07,432.2
563,884,,185.81
564,885,2026-03-04,211.75
565,888,2026-10-25,486.6
566,889,,49.84
567,890,2025-10-21,54.69
568,894,,48.52
569,895,2026-04-25,69.81
570,895,,522.81
571,896,,193.18
572,897,,918.48
573,897,2027-03-07,197.11
574,897,2026-10-09,218.22
575,899,2025-07-23,283.51
576,901,2025-02-01,240.19
577,909,2026-10-28,26.18
578,910,2026-12-26,948.14
579,910,2026-11-09,214.74
580,910,2026-06-19,105.26
581,913,2026-01-07,36.83
582,915,2026-06-30,97.09
583,915,2026-06-12,488.74
584,915,2026-07-24,289.1
585,917,2026-05-31,440.95
586,918,2026-09-25,99.36
587,919,,233.24
588,919,2026-08-19,75.19
589,919,2026-02-04,74.82
590,919,2027-03-05,239.42
591,922,,1077.6
592,922,,73.7
593,922,,137.72
594,923,2026-11-09,529.28
595,923,2026-12-24,268.66
596,927,,48.41
597,927,,290.34
598,927,2027-03-21,61.99
599,929,2025-09-11,61.8
600,932,,425.65
601,932,2026-10-28,96.99
602,933,2027-02-27,909.04
603,934,,26.44
604,934,2026-09-09,75.45
605,936,2025-09-30,88.96
606,936,2025-09-16,551.11
607,937,,294.52
608,939,2025-12-11,116.5
609,942,,75.89
610,942,,98.85
611,945,,64.66
612,949,2025-03-26,947.18
613,952,2026-07-31,74.58
614,954,2027-03-28,50.96
615,955,2026-08-16,212.8
616,958,2026-01-25,204.4
617,963,2025-10-18,187.09
618,964,2026-10-31,75.26
619,965,2026-04-04,100.67
620,966,2026-06-30,81.9
621,967,,25.19
622,970,2025-08-30,164.81
623,971,2026-06-09,44.4
624,972,2026-03-19,246.45
625,974,2027-01-02,238.04
626,977,2025-08-28,23.81
627,980,2026-09-17,789.34
628,980,,142.24
629,980,2025-08-12,70.78
630,983,,1096.07
631,984,2025-11-17,512.71
632,985,2025-10-20,53.21
633,987,2027-03-16,143.33
634,988,2026-02-22,168.1
635,990,2026-04-07,905.66
636,990,,26.53
637,994,2026-06-20,38.61
638,994,2026-08-01,272.66
639,995,,210.99
640,997,2027-05-22,52.81
641,998,2026-01-05,28.27
642,1000,,110.52
643,1001,2025-12-06,540.01
644,1001,2026-10-22,124.69
645,1003,,51.09
646,1006,2026-12-14,46.67
647,1006,,982.25
648,1006,2026-07-22,51.47
649,1014,2027-01-24,24.56
650,1014,2026-08-08,73.13
651,1015,2026-09-22,185.64
652,1016,2027-07-02,208.1
653,1018,,198.99
654,1018,,499.98
655,1021,2026-03-21,487.86
656,1022,,143.03
657,1023,2027-08-11,55.28
658,1023,2026-07-28,178.16
659,1025,2026-05-06,229.69
660,1025,2025-09-22,54.28
661,1025,2026-04-26,1153.29
662,1027,,269.73
663,1029,2026-05-10,41.81
664,1030,,79.68
665,1032,2027-07-26,26.79
666,1032,2026-02-28,1107.05
667,1033,2025-11-02,97.45
668,1033,,177.93
669,1037,,1046.29
670,1041,2026-12-29,86.04
671,1043,,156.89
672,1043,2026-03-14,200.23
673,1049,,170.79
674,1052,,973.59
675,1053,2026-06-07,155.95
676,1055,2027-07-28,24.45
677,1056,2027-04-15,1090.42
678,1057,2027-10-14,457.0
679,1057,2025-12-25,40.17
680,1057,2026-11-15,45.33
681,1058,2026-07-16,196.37
682,1062,2026-02-17,28.98
683,1062,2026-09-09,143.75
684,1064,,176.58
685,1066,,970.78
686,1067,,431.92
687,1069,2027-02-26,235.97
688,1070,,552.31
689,1074,2027-04-30,264.67
690,1077,2027-10-15,20.32
691,1078,,150.76
692,1078,2026-07-04,194.87
693,1078,2027-02-25,175.44
694,1078,2026-04-11,215.94
695,1083,2027-08-04,41.34
696,1091,,27.14
697,1094,,61.76
698,1094,2026-04-07,412.4
699,1096,,169.64
700,1097,,1116.07
701,1102,,228.19
702,1102,,506.27
703,1102,2027-04-10,26.52
704,1102,2027-10-11,77.45
705,1103,,1044.94
706,1104,,140.4
707,1105,2027-05-26,149.46
708,1106,2026-06-03,72.85
709,1106,,106.93
710,1106,,571.63
711,1108,2027-08-19,948.18
712,1109,2026-04-05,22.65
713,1110,,70.24
714,1116,,1213.23
715,1116,,49.13
716,1116,2027-04-22,48.24
717,1118,2027-10-16,78.12
718,1118,,79.42
719,1119,,111.73
720,1119,2026-03-14,141.54
721,1119,,85.04
722,1119,2027-06-29,86.38
723,1120,2027-10-29,44.34
724,1122,,85.74
725,1123,2026-12-25,26.98
726,1123,2027-08-25,23.91
727,1126,,90.19
728,1127,,220.55
729,1127,,1022.13
730,1129,,287.21
731,1131,,542.21
732,1131,2022-10-18,109.98
733,1134,2024-01-14,106.98
734,1137,,135.8
735,1137,2023-04-16,940.55
736,1137,2022-04-25,539.39
737,1137,2022-04-21,1072.06
738,1142,2023-01-30,1083.31
739,1142,2023-08-17,1115.52
740,1142,,251.89
741,1143,,22.0
742,1145,,223.34
743,1146,2024-11-05,99.87
744,1146,2024-12-12,24.19
745,1146,2024-12-24,178.85
746,1146,2025-01-10,1157.4
747,1147,,548.72
748,1147,2025-01-03,179.35
749,1150,,23.4
750,1150,2024-06-25,26.08
751,1154,,841.2
752,1154,2025-05-08,923.08
753,1158,2026-10-21,87.14
754,1158,2026-12-23,148.43
755,1160,2026-01-14,179.22
756,1162,2027-04-19,75.43
757,1163,,49.26
758,1165,2027-06-27,167.12
759,1165,,205.84
760,1166,,149.61
761,1167,2027-05-16,479.45
762,1167,2025-10-07,161.55
763,1168,2026-02-13,114.75
764,1168,2027-07-10,1213.65
765,1172,,136.74
766,1172,2025-10-23,104.3
767,1172,,893.88
